,object detected,requestid,model,resolution,contrast,sharpness,brightness,saturation,noise,blur,image id,correctly detect,true class
1345,[],78802a35-974f-41a8-b83a-dfe08ea3ca66,yolov8n,"[640, 480]",5858.87,5858.87,138.98,83.99,52.64583333333333,5858.867770138887,18068160735_6c2f214265_z_degraded.jpg,0,bicycle
1346,[],275f4ce6-c86a-40ca-94fe-ded434eda047,yolov5n,"[640, 480]",594.93,594.93,161.5,51.32,49.537760416666664,594.9289925536154,33580840_a67c2b796a_z_degraded.jpg,0,cat
1347,"[['cat', 0.6951274871826172]]",275f4ce6-c86a-40ca-94fe-ded434eda047,yolov8n,"[640, 480]",594.93,594.93,161.5,51.32,49.537760416666664,594.9289925536154,33580840_a67c2b796a_z_degraded.jpg,1,cat
1348,"[['person', 0.7355097532272339], ['person', 0.582628071308136], ['person', 0.5353050231933594], ['person', 0.5018552541732788], ['person', 0.4413800537586212], ['person', 0.3450734317302704], ['person', 0.3181552290916443], ['person', 0.2753930389881134]]",6c1eee36-b590-4991-961e-7f78eebcd81e,yolov5n,"[640, 425]",14185.4,14185.4,153.74,83.37,51.665073529411764,14185.404277818123,8634899263_5ce2555806_z_degraded.jpg,0,car
1349,"[['person', 0.8157252669334412], ['person', 0.6807944774627686], ['person', 0.6770163774490356], ['person', 0.5077839493751526], ['person', 0.49506691098213196], ['person', 0.46019506454467773], ['person', 0.2822464108467102]]",6c1eee36-b590-4991-961e-7f78eebcd81e,yolov8n,"[640, 425]",14185.4,14185.4,153.74,83.37,51.665073529411764,14185.404277818123,8634899263_5ce2555806_z_degraded.jpg,0,car
1350,[],5001f877-ebd6-42f9-95d2-6a46a36b25ff,yolov5n,"[640, 427]",11270.76,11270.76,154.82,35.49,44.31425644028103,11270.757507511964,2166320847_63a04a9303_z_degraded.jpg,0,car
1351,"[['truck', 0.3708055019378662]]",5001f877-ebd6-42f9-95d2-6a46a36b25ff,yolov8n,"[640, 427]",11270.76,11270.76,154.82,35.49,44.31425644028103,11270.757507511964,2166320847_63a04a9303_z_degraded.jpg,0,car
1352,"[['person', 0.734452486038208], ['person', 0.6943195462226868], ['car', 0.5976021885871887], ['traffic light', 0.4875859320163727], ['person', 0.34687331318855286], ['car', 0.33804142475128174], ['traffic light', 0.26922035217285156], ['traffic light', 0.25136032700538635]]",1932c0e0-dd6f-4995-b5bc-9ed573555eff,yolov5n,"[640, 480]",3086.79,3086.79,182.77,52.79,40.222005208333336,3086.785656038029,3413987789_b607473327_z_degraded.jpg,1,car
1353,"[['person', 0.7730509638786316], ['person', 0.6725919842720032], ['person', 0.6716341972351074], ['truck', 0.5051513314247131], ['truck', 0.4607122838497162], ['car', 0.2566252648830414]]",1932c0e0-dd6f-4995-b5bc-9ed573555eff,yolov8n,"[640, 480]",3086.79,3086.79,182.77,52.79,40.222005208333336,3086.785656038029,3413987789_b607473327_z_degraded.jpg,1,car
1354,[],5d343a43-646a-487f-8045-0e68d749063b,yolov5n,"[640, 425]",3389.52,3389.52,188.8,54.65,63.74044117647058,3389.515492396722,10921149963_027e750820_z_degraded.jpg,0,person
1355,[],5d343a43-646a-487f-8045-0e68d749063b,yolov8n,"[640, 425]",3389.52,3389.52,188.8,54.65,63.74044117647058,3389.515492396722,10921149963_027e750820_z_degraded.jpg,0,person
1356,"[['person', 0.3242400586605072]]",7ab08485-31c2-4d28-bca4-da3dabe7c470,yolov5n,"[640, 480]",5628.63,5628.63,182.81,86.74,31.847981770833332,5628.6325811055385,224422461_dddd4c8e99_z_degraded.jpg,0,bicycle
1357,"[['person', 0.8376173377037048], ['bicycle', 0.25801438093185425]]",7ab08485-31c2-4d28-bca4-da3dabe7c470,yolov8n,"[640, 480]",5628.63,5628.63,182.81,86.74,31.847981770833332,5628.6325811055385,224422461_dddd4c8e99_z_degraded.jpg,1,bicycle
1358,"[['person', 0.6343982219696045], ['person', 0.5973254442214966], ['person', 0.5689806938171387], ['person', 0.565483570098877], ['person', 0.42537516355514526], ['person', 0.4228948652744293], ['person', 0.3994222581386566], ['person', 0.3133673667907715], ['bicycle', 0.2923998236656189]]",1a44a3e9-1ab7-44f1-9a10-b17f3a83a357,yolov5n,"[640, 398]",6591.69,6591.69,172.07,64.15,34.36086683417085,6591.686834158462,1511658057_17b7bac11a_z_degraded.jpg,1,bicycle
1359,"[['person', 0.8117785453796387], ['person', 0.7810701131820679], ['person', 0.7715131640434265], ['person', 0.7657414674758911], ['person', 0.7517603635787964], ['person', 0.7323793768882751], ['person', 0.6921190619468689], ['bicycle', 0.6657971143722534], ['person', 0.6500658988952637], ['person', 0.6152918338775635], ['bicycle', 0.5780856013298035], ['person', 0.5532588362693787], ['person', 0.4072982966899872], ['person', 0.390567421913147], ['person', 0.3707810044288635], ['person', 0.29618704319000244], ['person', 0.2692626416683197]]",1a44a3e9-1ab7-44f1-9a10-b17f3a83a357,yolov8n,"[640, 398]",6591.69,6591.69,172.07,64.15,34.36086683417085,6591.686834158462,1511658057_17b7bac11a_z_degraded.jpg,1,bicycle
1360,"[['person', 0.8090300559997559], ['dog', 0.7650793194770813], ['chair', 0.6696086525917053], ['person', 0.3515091836452484]]",de3843c7-e6ab-446d-804e-0f13d3ff8a53,yolov5n,"[639, 548]",10586.22,10586.22,191.69,79.39,64.66222313605886,10586.221510046546,3462334590_2b8f39c540_z_degraded.jpg,1,dog
1361,"[['person', 0.8749930262565613], ['dog', 0.7693174481391907], ['person', 0.2842981517314911]]",de3843c7-e6ab-446d-804e-0f13d3ff8a53,yolov8n,"[639, 548]",10586.22,10586.22,191.69,79.39,64.66222313605886,10586.221510046546,3462334590_2b8f39c540_z_degraded.jpg,1,dog
1362,[],16b362e7-805e-4587-8901-1985d3d10062,yolov5n,"[639, 313]",5209.96,5209.96,143.04,77.72,34.119305824296156,5209.9649980957765,387284206_360c4e3d6e_z_degraded.jpg,0,dog
1363,"[['dog', 0.34669917821884155]]",16b362e7-805e-4587-8901-1985d3d10062,yolov8n,"[639, 313]",5209.96,5209.96,143.04,77.72,34.119305824296156,5209.9649980957765,387284206_360c4e3d6e_z_degraded.jpg,1,dog
1364,"[['person', 0.5526584386825562], ['person', 0.33443138003349304]]",80d43aa5-c282-400e-a646-6cd31d2bad49,yolov5n,"[640, 427]",1894.84,1894.84,206.26,47.62,59.815939695550355,1894.837957526178,16954781749_4c32123444_z_degraded.jpg,1,person
1365,"[['person', 0.9418100714683533], ['person', 0.9250660538673401]]",80d43aa5-c282-400e-a646-6cd31d2bad49,yolov8n,"[640, 427]",1894.84,1894.84,206.26,47.62,59.815939695550355,1894.837957526178,16954781749_4c32123444_z_degraded.jpg,1,person
1366,"[['person', 0.5065903663635254]]",9d8bbf7a-db70-4c7b-959c-c79dbcbe33f1,yolov5n,"[640, 520]",47.17,47.17,249.01,8.38,98.70913461538461,47.16954326832788,15237426722_a51d199f2f_z_degraded.jpg,0,cat
1367,[],9d8bbf7a-db70-4c7b-959c-c79dbcbe33f1,yolov8n,"[640, 520]",47.17,47.17,249.01,8.38,98.70913461538461,47.16954326832788,15237426722_a51d199f2f_z_degraded.jpg,0,cat
1368,[],9af1ba1e-1b36-4f6f-a746-5d8a34eb6d0d,yolov5n,"[640, 419]",377.53,377.53,156.45,85.66,31.131414081145586,377.52773943210036,7019541657_00e6c7a645_z_degraded.jpg,0,cat
1369,"[['cat', 0.8837315440177917]]",9af1ba1e-1b36-4f6f-a746-5d8a34eb6d0d,yolov8n,"[640, 419]",377.53,377.53,156.45,85.66,31.131414081145586,377.52773943210036,7019541657_00e6c7a645_z_degraded.jpg,1,cat
1370,[],375dbf07-ca55-4695-b949-e5e3172c6819,yolov5n,"[640, 425]",3450.05,3450.05,195.4,36.74,66.33492647058824,3450.0522431295417,5605719660_5bed05cca3_z_degraded.jpg,0,person
1371,"[['person', 0.3601997494697571]]",375dbf07-ca55-4695-b949-e5e3172c6819,yolov8n,"[640, 425]",3450.05,3450.05,195.4,36.74,66.33492647058824,3450.0522431295417,5605719660_5bed05cca3_z_degraded.jpg,1,person
1372,[],391d138e-2eb7-4be8-80c5-b21bf9d0e031,yolov5n,"[640, 480]",3291.56,3291.56,222.23,23.45,73.408203125,3291.56088793229,2883059364_a6ccfaf69a_z_degraded.jpg,0,bicycle
1373,[],391d138e-2eb7-4be8-80c5-b21bf9d0e031,yolov8n,"[640, 480]",3291.56,3291.56,222.23,23.45,73.408203125,3291.56088793229,2883059364_a6ccfaf69a_z_degraded.jpg,0,bicycle
1374,[],376cfbac-a54b-4d3e-81fb-cd0e53271f15,yolov5n,"[640, 495]",476.1,476.1,210.59,50.92,61.24431818181818,476.10232895559113,7248771448_66aab6455d_z_degraded.jpg,0,dog
1375,"[['dog', 0.4361118674278259], ['elephant', 0.27645355463027954]]",376cfbac-a54b-4d3e-81fb-cd0e53271f15,yolov8n,"[640, 495]",476.1,476.1,210.59,50.92,61.24431818181818,476.10232895559113,7248771448_66aab6455d_z_degraded.jpg,1,dog
1376,[],cae32eca-06ca-4d7a-916e-5fc533f88d08,yolov5n,"[427, 640]",1725.5,1725.5,176.91,35.02,34.64249121779859,1725.500334548002,4743123794_5c502eaee7_z_degraded.jpg,0,cat
1377,[],cae32eca-06ca-4d7a-916e-5fc533f88d08,yolov8n,"[427, 640]",1725.5,1725.5,176.91,35.02,34.64249121779859,1725.500334548002,4743123794_5c502eaee7_z_degraded.jpg,0,cat
1378,[],33a0d545-0fcf-400d-bdab-702bfee75b5f,yolov5n,"[640, 428]",396.15,396.15,152.04,69.14,54.483425817757,396.1468208770258,12988804124_bbea6d94c0_z_degraded.jpg,0,cat
1379,"[['cat', 0.5208237767219543]]",33a0d545-0fcf-400d-bdab-702bfee75b5f,yolov8n,"[640, 428]",396.15,396.15,152.04,69.14,54.483425817757,396.1468208770258,12988804124_bbea6d94c0_z_degraded.jpg,1,cat
1380,[],ae7cebdc-dec7-43a9-bab9-091623590d21,yolov5n,"[640, 480]",2904.09,2904.09,215.67,88.64,42.858723958333336,2904.09214725541,4018061968_3e03b2e96f_z_degraded.jpg,0,dog
1381,"[['dog', 0.5899553894996643]]",ae7cebdc-dec7-43a9-bab9-091623590d21,yolov8n,"[640, 480]",2904.09,2904.09,215.67,88.64,42.858723958333336,2904.09214725541,4018061968_3e03b2e96f_z_degraded.jpg,1,dog
1382,"[['person', 0.8445081114768982], ['person', 0.7431036829948425], ['person', 0.4664797782897949], ['person', 0.3949161171913147]]",a2a6ab7c-359b-4708-9a0b-180650c7d8e6,yolov5n,"[640, 496]",2036.41,2036.41,186.44,83.65,48.61706149193549,2036.4060055700375,2392419690_8495e2b2c9_z_degraded.jpg,1,person
1383,"[['person', 0.8480196595191956], ['person', 0.8186067342758179], ['teddy bear', 0.7265165448188782], ['chair', 0.6424134373664856], ['person', 0.6136698722839355], ['chair', 0.5640379786491394], ['person', 0.5605791211128235], ['chair', 0.5055232048034668], ['person', 0.4364205002784729], ['person', 0.27677175402641296], ['person', 0.253169447183609]]",a2a6ab7c-359b-4708-9a0b-180650c7d8e6,yolov8n,"[640, 496]",2036.41,2036.41,186.44,83.65,48.61706149193549,2036.4060055700375,2392419690_8495e2b2c9_z_degraded.jpg,1,person
1384,[],47781b2c-1e26-499f-8e47-5ba5314ecb43,yolov5n,"[640, 425]",1941.2,1941.2,219.52,41.2,81.77536764705883,1941.2021621107265,7843905188_07e5d2a569_z_degraded.jpg,0,person
1385,[],47781b2c-1e26-499f-8e47-5ba5314ecb43,yolov8n,"[640, 425]",1941.2,1941.2,219.52,41.2,81.77536764705883,1941.2021621107265,7843905188_07e5d2a569_z_degraded.jpg,0,person
1386,"[['car', 0.3068976104259491]]",2b500952-dd2d-48a3-8f54-6e03fbd29da9,yolov5n,"[640, 424]",4394.45,4394.45,155.67,103.5,24.12219929245283,4394.450397939658,48901634_c792cbab58_z_degraded.jpg,1,car
1387,"[['fire hydrant', 0.7162056565284729], ['car', 0.6488690972328186], ['person', 0.330233633518219]]",2b500952-dd2d-48a3-8f54-6e03fbd29da9,yolov8n,"[640, 424]",4394.45,4394.45,155.67,103.5,24.12219929245283,4394.450397939658,48901634_c792cbab58_z_degraded.jpg,1,car
1388,[],5305dc05-bff5-438b-92f1-ab93dcbf7e00,yolov5n,"[640, 468]",3295.4,3295.4,159.67,104.92,49.299212072649574,3295.3995427583973,4597825116_8ec71a76cf_z_degraded.jpg,0,car
1389,"[['car', 0.7640196084976196], ['car', 0.25662145018577576]]",5305dc05-bff5-438b-92f1-ab93dcbf7e00,yolov8n,"[640, 468]",3295.4,3295.4,159.67,104.92,49.299212072649574,3295.3995427583973,4597825116_8ec71a76cf_z_degraded.jpg,1,car
1390,"[['person', 0.35237619280815125]]",404bd032-632b-4109-b605-19b0e32ade77,yolov5n,"[640, 601]",4698.38,4698.38,187.02,63.62,30.066295757071547,4698.38226895739,4030862073_d697f506b0_z_degraded.jpg,1,person
1391,"[['person', 0.8561924695968628], ['person', 0.8273195028305054]]",404bd032-632b-4109-b605-19b0e32ade77,yolov8n,"[640, 601]",4698.38,4698.38,187.02,63.62,30.066295757071547,4698.38226895739,4030862073_d697f506b0_z_degraded.jpg,1,person
1392,[],4b800f57-f72c-4af9-9b50-84d4ad4204ed,yolov5n,"[640, 505]",5281.05,5281.05,128.04,34.26,34.776918316831676,5281.049860653588,6455179889_6db5a93bfa_z_degraded.jpg,0,cat
1393,"[['cat', 0.7608511447906494]]",4b800f57-f72c-4af9-9b50-84d4ad4204ed,yolov8n,"[640, 505]",5281.05,5281.05,128.04,34.26,34.776918316831676,5281.049860653588,6455179889_6db5a93bfa_z_degraded.jpg,1,cat
1394,"[['person', 0.6959803104400635], ['bicycle', 0.6253865361213684]]",d5404ff8-fe60-4358-a82f-996b01af2c6b,yolov5n,"[640, 426]",2947.65,2947.65,180.48,85.94,52.246185446009385,2947.6472815361403,3446761063_9cdc26f36c_z_degraded.jpg,1,bicycle
1395,"[['person', 0.8707015514373779], ['bicycle', 0.8700795769691467]]",d5404ff8-fe60-4358-a82f-996b01af2c6b,yolov8n,"[640, 426]",2947.65,2947.65,180.48,85.94,52.246185446009385,2947.6472815361403,3446761063_9cdc26f36c_z_degraded.jpg,1,bicycle
1396,"[['person', 0.8445081114768982], ['person', 0.7431036829948425], ['person', 0.4664797782897949], ['person', 0.3949161171913147]]",f6a07933-c70b-490f-81e8-1ba9185abec1,yolov5n,"[640, 496]",2036.41,2036.41,186.44,83.65,48.61706149193549,2036.4060055700375,2392419690_8495e2b2c9_z_degraded.jpg,1,person
1397,"[['person', 0.8480196595191956], ['person', 0.8186067342758179], ['teddy bear', 0.7265165448188782], ['chair', 0.6424134373664856], ['person', 0.6136698722839355], ['chair', 0.5640379786491394], ['person', 0.5605791211128235], ['chair', 0.5055232048034668], ['person', 0.4364205002784729], ['person', 0.27677175402641296], ['person', 0.253169447183609]]",f6a07933-c70b-490f-81e8-1ba9185abec1,yolov8n,"[640, 496]",2036.41,2036.41,186.44,83.65,48.61706149193549,2036.4060055700375,2392419690_8495e2b2c9_z_degraded.jpg,1,person
1398,"[['person', 0.8600767850875854], ['person', 0.8526833653450012], ['person', 0.5949876308441162], ['person', 0.44275030493736267], ['car', 0.3210793435573578]]",541dc1fc-34a0-4d64-aa24-e628afddd626,yolov5n,"[639, 426]",2276.29,2276.29,125.04,82.02,60.07148787351129,2276.2862585479616,8265517869_53c5fb3eff_z_degraded.jpg,1,car
1399,"[['person', 0.8852565884590149], ['person', 0.869324266910553], ['car', 0.854314386844635], ['person', 0.8509250283241272], ['person', 0.7604201436042786], ['person', 0.29167991876602173]]",541dc1fc-34a0-4d64-aa24-e628afddd626,yolov8n,"[639, 426]",2276.29,2276.29,125.04,82.02,60.07148787351129,2276.2862585479616,8265517869_53c5fb3eff_z_degraded.jpg,1,car
1400,"[['person', 0.36600324511528015]]",3eaa5cff-06fa-4409-8798-3f99bb2d6036,yolov5n,"[640, 425]",3390.33,3390.33,158.29,83.83,32.07058823529412,3390.331778193649,4029738064_00c4cd038b_z_degraded.jpg,1,person
1401,"[['person', 0.7989537715911865]]",3eaa5cff-06fa-4409-8798-3f99bb2d6036,yolov8n,"[640, 425]",3390.33,3390.33,158.29,83.83,32.07058823529412,3390.331778193649,4029738064_00c4cd038b_z_degraded.jpg,1,person
1402,"[['elephant', 0.36134570837020874], ['bear', 0.3482019603252411]]",4708e715-da02-41e8-824b-75283c4369fe,yolov5n,"[640, 640]",9662.9,9662.9,149.42,112.68,13.753662109375,9662.90498619344,2177634493_51ca0597e2_z_degraded.jpg,0,dog
1403,"[['bear', 0.4955001771450043], ['elephant', 0.36892110109329224]]",4708e715-da02-41e8-824b-75283c4369fe,yolov8n,"[640, 640]",9662.9,9662.9,149.42,112.68,13.753662109375,9662.90498619344,2177634493_51ca0597e2_z_degraded.jpg,0,dog
1404,[],3d79ac9b-35b9-4d03-a0c2-9ecc47337b24,yolov5n,"[640, 480]",170.97,170.97,173.34,32.17,58.263020833333336,170.9740281269921,3607850542_a3577913d7_z_degraded.jpg,0,cat
1405,[],3d79ac9b-35b9-4d03-a0c2-9ecc47337b24,yolov8n,"[640, 480]",170.97,170.97,173.34,32.17,58.263020833333336,170.9740281269921,3607850542_a3577913d7_z_degraded.jpg,0,cat
1406,[],dcf370fb-d8c1-4964-9470-65c43676f7ca,yolov5n,"[640, 427]",1585.07,1585.07,116.3,128.88,33.300644028103044,1585.0668645025653,14711690133_019fe56eb5_z_degraded.jpg,0,cat
1407,"[['cat', 0.823798656463623]]",dcf370fb-d8c1-4964-9470-65c43676f7ca,yolov8n,"[640, 427]",1585.07,1585.07,116.3,128.88,33.300644028103044,1585.0668645025653,14711690133_019fe56eb5_z_degraded.jpg,1,cat
1408,[],e51f446e-808d-4f72-9930-079e663e3b33,yolov5n,"[425, 640]",2897.15,2897.15,182.01,60.16,49.10294117647059,2897.146629417766,16850385890_8105762655_z_degraded.jpg,0,person
1409,"[['suitcase', 0.34168440103530884]]",e51f446e-808d-4f72-9930-079e663e3b33,yolov8n,"[425, 640]",2897.15,2897.15,182.01,60.16,49.10294117647059,2897.146629417766,16850385890_8105762655_z_degraded.jpg,0,person
1410,"[['truck', 0.4947974979877472], ['person', 0.47719836235046387], ['truck', 0.432778000831604]]",3a11547a-58ad-4cd0-876a-38ac5c510e21,yolov5n,"[640, 427]",1602.15,1602.15,215.68,31.88,61.31586651053864,1602.1482299804154,6010263871_df93fb6382_z_degraded.jpg,0,car
1411,"[['car', 0.8685993552207947], ['car', 0.7094972133636475], ['car', 0.5491233468055725], ['stop sign', 0.49558886885643005], ['car', 0.4282016456127167], ['person', 0.3372595012187958]]",3a11547a-58ad-4cd0-876a-38ac5c510e21,yolov8n,"[640, 427]",1602.15,1602.15,215.68,31.88,61.31586651053864,1602.1482299804154,6010263871_df93fb6382_z_degraded.jpg,1,car
1412,[],c4b2e7c3-7e14-4011-8955-19c7cbaf697f,yolov5n,"[640, 427]",3120.41,3120.41,190.87,62.32,60.84565281030444,3120.4073349153086,6168484879_e6b9644722_z_degraded.jpg,0,car
1413,"[['car', 0.6875406503677368]]",c4b2e7c3-7e14-4011-8955-19c7cbaf697f,yolov8n,"[640, 427]",3120.41,3120.41,190.87,62.32,60.84565281030444,3120.4073349153086,6168484879_e6b9644722_z_degraded.jpg,1,car
1414,"[['motorcycle', 0.36388474702835083]]",0983ed2d-bb48-4897-b763-7afa5eab61b9,yolov5n,"[640, 480]",793.59,793.59,179.17,47.23,44.94368489583333,793.594550843546,6102395478_8c004e1142_z_degraded.jpg,0,bicycle
1415,"[['motorcycle', 0.35031676292419434], ['person', 0.2765137255191803]]",0983ed2d-bb48-4897-b763-7afa5eab61b9,yolov8n,"[640, 480]",793.59,793.59,179.17,47.23,44.94368489583333,793.594550843546,6102395478_8c004e1142_z_degraded.jpg,0,bicycle
1416,"[['truck', 0.48273390531539917]]",9ae7b565-934e-45ce-92c1-9cc1fde14d2a,yolov5n,"[640, 480]",2984.46,2984.46,199.39,44.96,49.544921875,2984.45529656549,3679100484_a8e3044e55_z_degraded.jpg,0,car
1417,"[['truck', 0.7368886470794678]]",9ae7b565-934e-45ce-92c1-9cc1fde14d2a,yolov8n,"[640, 480]",2984.46,2984.46,199.39,44.96,49.544921875,2984.45529656549,3679100484_a8e3044e55_z_degraded.jpg,0,car
1418,"[['person', 0.6708159446716309], ['bicycle', 0.39565885066986084]]",3dfa8d93-2b7a-44d4-bb86-e5f5f7f8453d,yolov5n,"[640, 480]",6235.23,6235.23,184.46,33.16,34.580078125,6235.233811767409,3353007655_56889b94a7_z_degraded.jpg,1,bicycle
1419,"[['person', 0.8230419158935547], ['bicycle', 0.8086956143379211]]",3dfa8d93-2b7a-44d4-bb86-e5f5f7f8453d,yolov8n,"[640, 480]",6235.23,6235.23,184.46,33.16,34.580078125,6235.233811767409,3353007655_56889b94a7_z_degraded.jpg,1,bicycle
1420,"[['person', 0.41100117564201355], ['skateboard', 0.31765925884246826]]",0816c6eb-a1a8-43a6-9d1e-0ef221461d6c,yolov5n,"[640, 427]",837.25,837.25,173.9,86.47,46.36416861826697,837.2504728417913,8651904899_c2632fe751_z_degraded.jpg,0,bicycle
1421,"[['person', 0.7828333973884583], ['person', 0.4567781686782837]]",0816c6eb-a1a8-43a6-9d1e-0ef221461d6c,yolov8n,"[640, 427]",837.25,837.25,173.9,86.47,46.36416861826697,837.2504728417913,8651904899_c2632fe751_z_degraded.jpg,0,bicycle
1422,"[['clock', 0.36829155683517456], ['truck', 0.3546634614467621]]",0dbe9062-69d7-4681-952b-9d4696c21241,yolov5n,"[640, 480]",10895.85,10895.85,166.99,80.75,48.74609375,10895.849058325026,7782123174_dbda292cef_z_degraded.jpg,0,car
1423,"[['car', 0.7688676118850708], ['truck', 0.5123318433761597]]",0dbe9062-69d7-4681-952b-9d4696c21241,yolov8n,"[640, 480]",10895.85,10895.85,166.99,80.75,48.74609375,10895.849058325026,7782123174_dbda292cef_z_degraded.jpg,1,car
1424,"[['elephant', 0.4042324125766754]]",c6b92eb1-3ed5-4d33-8c9a-bfcfec08840e,yolov5n,"[640, 640]",2335.22,2335.22,179.04,42.52,51.516357421875,2335.219948583549,16599186017_25f46b7511_z_degraded.jpg,0,cat
1425,"[['elephant', 0.2606549561023712]]",c6b92eb1-3ed5-4d33-8c9a-bfcfec08840e,yolov8n,"[640, 640]",2335.22,2335.22,179.04,42.52,51.516357421875,2335.219948583549,16599186017_25f46b7511_z_degraded.jpg,0,cat
1426,"[['umbrella', 0.4653501808643341]]",e42daaef-ba3e-44c4-a763-4ed3bc3fc7af,yolov5n,"[425, 640]",1282.01,1282.01,225.18,27.53,82.81801470588235,1282.0143664007217,6111783458_61cc1f0f88_z_degraded.jpg,0,person
1427,"[['umbrella', 0.6787024140357971]]",e42daaef-ba3e-44c4-a763-4ed3bc3fc7af,yolov8n,"[425, 640]",1282.01,1282.01,225.18,27.53,82.81801470588235,1282.0143664007217,6111783458_61cc1f0f88_z_degraded.jpg,0,person
1428,"[['person', 0.8697777390480042], ['person', 0.5483580827713013]]",6219d09a-1765-4dfe-a208-deb8464a4952,yolov5n,"[640, 360]",5655.25,5655.25,188.39,65.08,34.34678819444444,5655.254380221879,14757587416_892a95bf77_z_degraded.jpg,0,bicycle
1429,"[['person', 0.872913122177124], ['person', 0.6763858199119568]]",6219d09a-1765-4dfe-a208-deb8464a4952,yolov8n,"[640, 360]",5655.25,5655.25,188.39,65.08,34.34678819444444,5655.254380221879,14757587416_892a95bf77_z_degraded.jpg,0,bicycle
1430,"[['person', 0.8876014947891235], ['person', 0.7449805736541748], ['person', 0.6314270496368408], ['person', 0.6258001923561096], ['person', 0.5318865776062012], ['chair', 0.49213021993637085], ['person', 0.4718420207500458], ['person', 0.42271649837493896], ['person', 0.41344931721687317], ['person', 0.2961517870426178]]",17fc37a1-5c85-4f20-a1df-d9c681c058ba,yolov5n,"[640, 402]",1675.11,1675.11,172.37,57.0,48.3173973880597,1675.1088189223194,11983632613_4efcf5f3d3_z_degraded.jpg,1,person
1431,"[['person', 0.8588238954544067], ['person', 0.8097379207611084], ['person', 0.783637285232544], ['person', 0.7328893542289734], ['person', 0.7200881838798523], ['person', 0.7004783153533936], ['person', 0.6729074120521545], ['person', 0.4839710295200348], ['person', 0.4766920804977417], ['person', 0.4625765383243561], ['person', 0.31039178371429443]]",17fc37a1-5c85-4f20-a1df-d9c681c058ba,yolov8n,"[640, 402]",1675.11,1675.11,172.37,57.0,48.3173973880597,1675.1088189223194,11983632613_4efcf5f3d3_z_degraded.jpg,1,person
1432,"[['bicycle', 0.8468586802482605], ['person', 0.5903065800666809], ['bicycle', 0.4228169918060303], ['bicycle', 0.4093773066997528], ['bicycle', 0.3986368179321289], ['person', 0.3234861195087433]]",47e91f5d-d84d-462c-b93a-05a793217a19,yolov5n,"[427, 640]",3703.14,3703.14,198.94,37.91,68.45543032786885,3703.136384726288,5021039430_0cda148fd5_z_degraded.jpg,1,bicycle
1433,"[['bicycle', 0.8868839740753174], ['bicycle', 0.8639997243881226], ['person', 0.814786970615387], ['bicycle', 0.6922934651374817], ['person', 0.47593986988067627], ['person', 0.2544630169868469], ['person', 0.25365567207336426]]",47e91f5d-d84d-462c-b93a-05a793217a19,yolov8n,"[427, 640]",3703.14,3703.14,198.94,37.91,68.45543032786885,3703.136384726288,5021039430_0cda148fd5_z_degraded.jpg,1,bicycle
1434,"[['person', 0.6611036658287048]]",bd09639f-ec52-4610-94e6-b875d266fb96,yolov5n,"[640, 481]",1440.12,1440.12,189.27,36.6,25.07828742203742,1440.115399451338,8572756223_94130c5e61_z_degraded.jpg,1,person
1435,"[['person', 0.9076935648918152], ['person', 0.8568580746650696]]",bd09639f-ec52-4610-94e6-b875d266fb96,yolov8n,"[640, 481]",1440.12,1440.12,189.27,36.6,25.07828742203742,1440.115399451338,8572756223_94130c5e61_z_degraded.jpg,1,person
1436,"[['bicycle', 0.7879303693771362]]",ab39f1e2-1cbe-4b77-87bd-efec7023e2a0,yolov5n,"[640, 480]",1812.71,1812.71,183.69,69.45,29.233072916666664,1812.7125756197504,5708252159_5b4ac86a01_z_degraded.jpg,1,bicycle
1437,"[['bicycle', 0.910738468170166], ['bicycle', 0.8795554637908936], ['motorcycle', 0.38856157660484314]]",ab39f1e2-1cbe-4b77-87bd-efec7023e2a0,yolov8n,"[640, 480]",1812.71,1812.71,183.69,69.45,29.233072916666664,1812.7125756197504,5708252159_5b4ac86a01_z_degraded.jpg,1,bicycle
1438,"[['person', 0.734452486038208], ['person', 0.6943195462226868], ['car', 0.5976021885871887], ['traffic light', 0.4875859320163727], ['person', 0.34687331318855286], ['car', 0.33804142475128174], ['traffic light', 0.26922035217285156], ['traffic light', 0.25136032700538635]]",639abe47-d1f7-4e72-8a79-bb505595f781,yolov5n,"[640, 480]",3086.79,3086.79,182.77,52.79,40.222005208333336,3086.785656038029,3413987789_b607473327_z_degraded.jpg,1,car
1439,"[['person', 0.7730509638786316], ['person', 0.6725919842720032], ['person', 0.6716341972351074], ['truck', 0.5051513314247131], ['truck', 0.4607122838497162], ['car', 0.2566252648830414]]",639abe47-d1f7-4e72-8a79-bb505595f781,yolov8n,"[640, 480]",3086.79,3086.79,182.77,52.79,40.222005208333336,3086.785656038029,3413987789_b607473327_z_degraded.jpg,1,car
1440,"[['bear', 0.6397754549980164]]",f7d2c783-8960-4a42-88e2-3e358dab9e17,yolov5n,"[640, 480]",172.14,172.14,227.13,39.68,69.8740234375,172.13919228447807,5290576324_881daf8265_z_degraded.jpg,0,dog
1441,"[['dog', 0.7624503374099731], ['bear', 0.41175565123558044]]",f7d2c783-8960-4a42-88e2-3e358dab9e17,yolov8n,"[640, 480]",172.14,172.14,227.13,39.68,69.8740234375,172.13919228447807,5290576324_881daf8265_z_degraded.jpg,1,dog
